Datetime,Close
,GC=F
2025-07-15 15:00:00+00:00,3348.10009765625
2025-07-15 15:00:00+00:00,3347.10009765625
2025-07-15 15:00:00+00:00,3345.800048828125
2025-07-15 15:00:00+00:00,3346.0
